Unnamed: 0,SeqID,PAS_261_300,distance_261_300,PAS_301_350,distance_301_350,AllOligomerScore_200_260,AllOligomerScore_261_301,AllOligomerScore_290_310,AllOligomerScore_301_350,Y
282,>NC_004354.4:20469647-20470247,3.98,15,3.98,39,123.38,86.51,33.33,89.59,1
283,>NT_033777.3:17908189-17908789,3.24,17,3.43,15,103.44,86.64,31.69,70.29,1
284,>NT_033778.4:6701488-6702088,2.34,0,3.98,32,69.22,37.74,39.59,105.37,1
285,>NT_033778.4:9208883-9209483,2.61,22,2.77,26,84.55,50.69,20.56,85.02,1
286,>NT_033777.3:24854265-24854865,3.12,8,3.23,3,110.62,55.37,24.51,87.07,1
287,>NT_033777.3:30171793-30172393,2.61,16,3.22,24,93.45,59.85,24.15,89.46,1
288,>NC_004354.4:9571904-9572504,2.89,21,3.12,23,104.92,67.83,30.62,76.55,1
289,>NT_033777.3:23359595-23360195,2.94,10,3.77,5,88.5,55.83,28.31,117.43,1
290,>NT_033778.4:13833211-13833811,3.98,1,3.18,42,126.22,82.4,45.37,66.29,1
291,>NT_033778.4:6044524-6045124,3.74,14,2.72,15,86.57,71.21,15.91,60.45,1
292,>NT_033779.5:6040888-6041488,3.61,22,3.49,35,98.29,82.42,37.81,85.18,1
293,>NT_033779.5:3691515-3692115,3.24,21,3.67,6,151.64,66.33,30.47,63.91,1
294,>NT_033778.4:8629915-8630515,2.93,2,3.26,43,102.47,56.31,35.29,87.18,1
295,>NT_037436.4:21543479-21544079,3.67,32,3.09,41,103.23,81.96,37.52,86.96,1
296,>NT_033778.4:18407499-18408099,3.09,29,3.49,42,117.17,47.57,35.08,62.2,1
297,>NT_033777.3:15338109-15338709,3.46,21,2.88,43,104.2,57.07,28.08,61.04,1
298,>NT_033779.5:5243820-5244420,3.43,22,2.61,9,94.05,65.85,20.08,54.18,1
299,>NT_033778.4:12038551-12039151,3.98,11,3.33,9,86.54,69.06,16.21,67.36,1
300,>NC_004354.4:6780468-6781068,3.61,27,3.2,37,92.33,69.43,15.81,75.02,1
301,>NT_033779.5:14348827-14349427,3.61,4,3.74,43,80.19,57.45,46.11,70.88,1
302,>NT_033779.5:13972960-13973560,3.24,16,3.98,12,109.03,69.89,25.37,82.44,1
303,>NT_033777.3:11144050-11144650,3.61,20,3.49,9,106.15,76.54,25.73,69.23,1
304,>NT_033778.4:5116688-5117288,3.36,0,3.25,1,112.79,58.31,37.69,79.26,1
305,>NT_033777.3:24344261-24344861,3.28,31,3.18,37,119.7,85.54,32.26,84.74,1
306,>NC_004354.4:17862468-17863068,3.18,31,3.12,42,90.9,74.71,28.08,85.48,1
307,>NT_033777.3:15732385-15732985,3.98,31,3.22,42,96.49,91.54,39.89,64.75,1
308,>NC_004354.4:18284296-18284896,3.37,16,2.72,43,101.56,92.37,35.03,50.31,1
309,>NT_037436.4:5813474-5814074,3.77,16,3.98,4,111.29,94.83,50.63,131.51,1
310,>NT_033778.4:8096652-8097252,3.36,11,2.85,1,75.14,65.63,37.57,71.49,1
311,>NT_033778.4:17413946-17414546,3.77,24,3.43,18,77.85,81.77,32.47,70.47,1
312,>NT_033777.3:17418994-17419594,3.57,9,3.61,42,94.21,72.03,38.65,90.38,1
313,>NT_037436.4:5132496-5133096,3.77,30,3.77,8,85.53,83.23,27.29,79.44,1
314,>NT_033777.3:24150196-24150796,2.72,16,3.98,0,97.73,52.74,19.17,57.67,1
315,>NT_033778.4:17669698-17670298,3.61,17,2.96,37,92.21,63.94,28.97,85.05,1
316,>NC_004354.4:18203308-18203908,2.72,34,2.72,9,126.71,69.78,28.74,57.56,1
317,>NT_033778.4:14833647-14834247,3.26,23,3.57,11,109.61,65.38,34.02,75.18,1
318,>NC_004354.4:5071048-5071648,3.49,3,3.98,39,143.42,86.01,48.1,126.18,1
319,>NT_033777.3:7571260-7571860,3.61,33,3.49,19,120.0,78.07,32.72,81.41,1
320,>NT_033777.3:14327515-14328115,3.06,14,2.81,19,107.34,58.52,23.41,64.48,1
321,>NT_033777.3:11763832-11764432,3.46,11,3.98,14,120.75,72.05,35.95,115.59,1
322,>NT_033778.4:17793874-17794474,3.12,10,3.98,40,111.02,68.09,41.37,124.39,1
323,>NC_004354.4:15318176-15318776,3.57,11,3.67,10,114.32,77.29,22.4,81.12,1
324,>NT_033777.3:14664862-14665462,3.57,23,3.61,19,88.02,78.93,32.03,83.07,1
325,>NC_004354.4:3788660-3789260,3.98,1,2.37,30,124.03,93.92,42.18,57.49,1
326,>NT_033779.5:7821543-7822143,3.61,12,3.67,5,93.12,77.69,37.54,90.49,1
327,>NT_033779.5:1991341-1991941,3.61,16,3.53,3,119.71,73.94,28.86,79.23,1
328,>NT_033777.3:31587941-31588541,3.37,14,2.62,4,66.58,65.49,32.84,69.97,1
329,>NT_037436.4:16787672-16788272,3.33,2,3.18,0,125.75,85.59,27.99,60.75,1
330,>NT_033779.5:16834836-16835436,3.06,22,3.98,28,119.37,61.75,33.4,95.56,1
331,>NT_033777.3:8660603-8661203,2.86,18,2.96,25,112.91,70.82,26.75,66.08,1
332,>NC_004354.4:10833071-10833671,3.09,10,2.88,8,80.59,81.84,27.82,64.88,1
333,>NT_037436.4:10874825-10875425,3.77,14,3.77,42,117.01,89.47,49.79,121.36,1
334,>NT_033779.5:3467357-3467957,3.12,31,3.43,43,88.01,60.38,32.95,77.43,1
335,>NT_037436.4:20994623-20995223,3.28,22,3.22,11,112.67,73.91,23.55,98.22,1
336,>NT_033778.4:7800667-7801267,3.09,17,3.5,42,104.83,73.72,38.68,97.46,1
337,>NT_033777.3:17688827-17689427,3.49,16,3.12,42,101.43,88.17,37.48,86.21,1
338,>NT_033779.5:211087-211687,3.29,19,2.61,43,96.67,60.79,24.85,58.83,1
339,>NT_033778.4:8167540-8168140,2.86,20,3.57,8,110.45,65.66,25.82,69.55,1
340,>NC_004353.4:1271392-1271992,3.61,15,3.98,25,94.29,80.27,33.26,89.85,1
341,>NT_033777.3:11751252-11751852,3.98,28,3.98,2,145.97,88.92,36.27,84.05,1
342,>NT_033777.3:4427900-4428500,3.57,18,3.5,8,122.96,76.39,31.16,87.62,1
343,>NT_033777.3:27245668-27246268,3.61,14,2.78,15,119.28,81.86,30.87,70.49,1
344,>NT_033777.3:22543843-22544443,3.29,29,3.18,18,126.62,63.76,31.45,86.03,1
345,>NT_033777.3:4654337-4654937,3.57,29,2.88,2,109.36,91.65,24.52,61.43,1
346,>NC_004354.4:17934837-17935437,3.77,18,3.98,34,115.72,87.82,44.77,106.99,1
347,>NT_033778.4:19436497-19437097,3.25,12,3.98,30,63.77,63.42,39.59,107.0,1
348,>NT_037436.4:3232347-3232947,3.26,21,3.77,2,119.86,67.66,29.43,83.39,1
349,>NC_004354.4:8473202-8473802,3.53,16,3.12,14,89.83,71.98,27.31,87.05,1
350,>NT_037436.4:14403297-14403897,3.43,10,2.63,42,94.0,71.74,33.2,74.63,1
351,>NT_033779.5:113961-114561,3.53,3,3.49,20,122.11,69.91,37.18,82.75,1
352,>NT_037436.4:16857978-16858578,3.18,15,3.46,23,98.45,79.0,38.52,103.77,1
353,>NT_033779.5:19482564-19483164,3.24,27,3.28,4,102.12,64.71,35.21,77.12,1
354,>NT_037436.4:3815572-3816172,3.25,17,2.6,20,102.92,69.16,30.42,62.14,1
355,>NT_033779.5:2756666-2757266,3.77,0,3.74,19,134.66,98.31,47.08,99.56,1
356,>NT_033778.4:14945788-14946388,3.49,21,3.98,1,119.64,81.37,21.95,90.23,1
357,>NT_033779.5:5988433-5989033,3.49,3,3.18,12,96.43,74.14,26.59,78.48,1
358,>NT_033779.5:22992792-22993392,2.76,3,3.26,14,88.77,67.13,37.29,83.87,1
359,>NT_033777.3:13833148-13833748,3.74,17,2.52,15,108.47,77.17,27.49,50.55,1
360,>NT_033777.3:14119146-14119746,2.83,21,2.68,43,84.76,60.88,29.11,63.2,1
361,>NT_037436.4:13502252-13502852,3.49,20,3.18,21,115.33,73.69,22.3,67.68,1
362,>NT_033778.4:13220314-13220914,3.67,6,3.46,2,90.25,86.88,38.19,78.1,1
363,>NT_033778.4:23968840-23969440,3.36,14,3.05,43,78.43,57.93,31.98,67.06,1
364,>NT_037436.4:9698324-9698924,3.22,25,3.14,5,122.74,64.02,26.28,90.8,1
365,>NC_004353.4:1057125-1057725,3.12,19,3.61,1,90.8,61.82,18.1,88.1,1
366,>NT_033777.3:31597864-31598464,3.74,17,3.33,30,109.9,91.53,29.61,77.77,1
367,>NT_033778.4:14243175-14243775,3.57,26,2.89,13,71.28,70.96,18.31,69.1,1
368,>NT_033777.3:30874210-30874810,3.0,0,2.99,43,97.46,50.2,39.09,52.53,1
369,>NT_033778.4:24297811-24298411,3.5,18,3.61,42,81.86,65.02,38.41,77.0,1
370,>NT_037436.4:20522166-20522766,3.24,12,2.62,28,99.37,62.74,33.47,82.0,1
371,>NT_033777.3:22747390-22747990,3.98,16,3.28,24,101.11,73.8,27.3,84.91,1
372,>NT_033779.5:21913969-21914569,3.49,3,3.49,42,75.49,86.18,40.0,81.77,1
373,>NC_004354.4:410517-411117,3.77,12,3.28,21,99.13,82.23,30.4,79.08,1
374,>NT_033779.5:2968182-2968782,3.33,21,3.26,33,92.0,75.15,27.34,84.75,1
375,>NT_037436.4:12621502-12622102,3.49,16,3.09,18,90.49,77.44,23.25,68.71,1
376,>NT_033777.3:30787627-30788227,3.57,1,3.74,22,117.41,69.02,43.05,129.56,1
377,>NT_033778.4:17760118-17760718,2.65,12,3.43,0,97.2,60.06,20.46,67.53,1
378,>NT_037436.4:18484837-18485437,3.61,15,3.12,37,105.7,86.82,34.13,81.21,1
379,>NT_037436.4:144078-144678,3.36,3,3.74,5,87.45,72.34,30.08,87.8,1
380,>NC_004354.4:12571289-12571889,3.77,31,3.61,19,116.88,81.02,27.66,88.91,1
381,>NT_037436.4:12709945-12710545,3.5,27,3.46,42,117.21,83.04,48.0,67.55,1
382,>NT_033777.3:5595337-5595937,3.98,15,2.61,43,86.68,88.27,33.03,46.06,1
383,>NT_033778.4:16994767-16995367,3.49,17,3.77,12,84.93,73.75,26.68,82.38,1
384,>NT_033777.3:7145882-7146482,3.09,4,3.46,5,97.63,87.25,36.56,78.14,1
385,>NC_004354.4:13302019-13302619,3.26,0,3.98,29,78.96,74.56,45.92,111.52,1
386,>NT_033779.5:22165766-22166366,3.61,24,2.14,12,93.7,71.27,24.47,56.78,1
387,>NT_033777.3:13834182-13834782,3.98,34,3.61,37,127.99,84.69,24.86,75.09,1
388,>NC_004354.4:22826110-22826710,3.16,34,3.5,42,83.44,65.67,31.26,81.34,1
389,>NT_033777.3:30422730-30423330,3.5,9,3.61,10,93.23,77.3,25.83,93.52,1
390,>NT_033779.5:10964765-10965365,3.53,19,2.13,37,80.22,69.45,22.51,51.88,1
391,>NT_033777.3:7365931-7366531,2.68,32,3.98,42,60.77,60.01,38.13,84.69,1
392,>NT_033779.5:12406862-12407462,2.83,15,3.98,42,88.96,65.32,43.03,87.18,1
393,>NT_033779.5:10427839-10428439,3.98,12,3.5,15,102.52,93.92,28.94,86.86,1
394,>NT_033778.4:10836711-10837311,3.18,14,2.88,41,80.6,68.08,35.38,65.69,1
395,>NC_004354.4:17707146-17707746,2.84,20,3.74,5,107.39,68.67,35.68,99.49,1
396,>NT_033779.5:11284034-11284634,3.98,32,3.57,43,94.96,78.93,33.77,82.42,1
397,>NC_004354.4:12476946-12477546,3.98,4,3.98,0,92.19,99.22,46.92,94.22,1
398,>NC_004354.4:8251297-8251897,3.67,25,2.3,4,103.99,69.19,18.76,53.32,1
399,>NT_033778.4:17955093-17955693,3.67,13,3.77,4,103.14,83.01,22.6,87.76,1
400,>NT_037436.4:11254365-11254965,3.53,13,3.53,31,93.01,82.97,35.61,107.11,1
401,>NT_033779.5:19078943-19079543,3.74,4,2.93,39,134.94,89.77,34.2,75.96,1
402,>NT_033778.4:14252703-14253303,3.12,21,3.36,23,107.47,64.66,29.66,87.93,1
403,>NC_004354.4:2247286-2247886,3.98,1,2.77,41,97.48,76.97,42.97,56.1,1
404,>NT_033778.4:24523432-24524032,3.29,8,3.98,4,87.6,78.28,41.92,142.31,1
405,>NC_004354.4:8170056-8170656,3.29,8,3.57,10,146.59,87.09,31.44,73.93,1
406,>NC_004353.4:951345-951945,3.49,13,3.23,1,105.29,78.75,32.83,85.93,1
407,>NC_004354.4:6667337-6667937,3.2,15,3.74,12,97.54,68.3,34.34,75.6,1
408,>NC_004354.4:2078155-2078755,3.61,15,3.05,15,83.16,81.24,34.53,52.63,1
409,>NT_033777.3:24760224-24760824,3.37,0,2.23,26,105.87,65.55,31.35,51.37,1
410,>NT_037436.4:8109692-8110292,3.12,29,3.26,30,73.7,69.98,33.5,71.47,1
411,>NT_033777.3:9760908-9761508,3.26,23,3.05,7,101.16,59.13,16.49,75.85,1
412,>NT_033777.3:4817999-4818599,3.61,16,3.77,42,110.67,88.58,35.25,72.6,1
413,>NC_004354.4:4796960-4797560,3.26,21,3.98,0,105.42,76.15,35.66,131.24,1
414,>NT_033777.3:12018161-12018761,3.98,13,3.26,17,77.24,71.47,28.64,84.76,1
415,>NT_033777.3:12378955-12379555,3.57,13,3.03,11,105.48,78.99,27.52,61.46,1
416,>NT_033779.5:18097831-18098431,3.5,4,3.18,42,101.11,71.13,33.92,74.47,1
417,>NT_033779.5:4380416-4381016,3.61,0,2.88,37,113.81,91.68,42.61,49.54,1
418,>NC_004354.4:2149636-2150236,3.98,23,3.98,42,101.77,86.08,42.58,67.36,1
419,>NC_004354.4:12685675-12686275,3.98,15,3.98,42,138.06,91.22,50.98,116.59,1
420,>NT_033779.5:20788370-20788970,3.5,20,3.03,6,108.07,65.08,23.8,69.71,1
421,>NT_033778.4:25254810-25255410,3.12,0,3.67,11,111.88,69.21,36.19,92.47,1
422,>NT_033777.3:5799836-5800436,3.5,14,3.74,38,88.97,59.05,30.33,83.79,1
423,>NT_037436.4:3815626-3816226,3.2,2,3.25,12,93.31,68.82,31.78,81.74,1
424,>NT_037436.4:11196945-11197545,3.74,21,3.49,42,66.31,86.04,41.98,94.81,1
425,>NT_033779.5:8686752-8687352,3.49,17,2.54,43,87.15,66.77,20.74,61.34,1
426,>NT_033778.4:24556322-24556922,3.22,34,3.61,34,91.54,69.41,36.74,92.68,1
427,>NT_033777.3:7911717-7912317,3.98,33,3.61,17,76.9,82.86,32.65,85.02,1
428,>NT_033777.3:14261113-14261713,3.61,19,3.98,42,103.23,73.37,43.73,94.65,1
429,>NC_004354.4:5864250-5864850,3.01,33,2.64,14,105.98,76.95,31.16,61.36,1
430,>NT_033777.3:30362033-30362633,3.5,7,3.98,18,113.75,69.22,30.08,99.17,1
431,>NT_033778.4:21059493-21060093,3.57,0,3.77,11,98.72,78.33,42.14,106.26,1
432,>NT_033777.3:5472538-5473138,3.61,20,2.71,38,90.78,66.77,19.87,78.35,1
433,>NC_004354.4:1454915-1455515,3.61,18,3.14,16,93.55,65.02,20.75,75.28,1
434,>NT_033777.3:20628672-20629272,2.37,15,2.88,3,137.32,46.12,27.81,72.52,1
435,>NC_004354.4:7585019-7585619,3.77,6,3.98,26,83.18,77.72,28.79,86.01,1
436,>NT_037436.4:27267286-27267886,3.61,14,2.72,31,92.85,73.91,22.56,66.09,1
437,>NT_033779.5:10357576-10358176,3.37,0,2.43,10,108.31,66.55,30.93,68.03,1
438,>NT_037436.4:14070757-14071357,3.61,0,3.28,6,112.31,81.96,33.03,86.83,1
439,>NT_033779.5:8363203-8363803,3.22,30,3.02,8,102.25,72.67,18.16,71.92,1
440,>NT_033779.5:1200277-1200877,3.61,27,3.09,37,109.05,62.76,26.83,81.28,1
441,>NT_037436.4:12824731-12825331,3.61,17,2.6,1,87.68,73.0,23.85,74.16,1
442,>NT_033778.4:13257332-13257932,3.12,7,3.12,7,101.97,58.28,27.3,78.4,1
443,>NC_004354.4:10071558-10072158,2.95,6,3.06,4,106.78,72.26,29.12,57.95,1
444,>NT_037436.4:24401328-24401928,3.98,4,3.77,20,98.52,104.65,44.58,85.38,1
445,>NT_033777.3:25260865-25261465,2.88,2,3.98,14,136.33,68.78,35.42,93.51,1
446,>NC_004354.4:2606524-2607124,3.77,9,2.63,15,115.51,85.94,29.9,55.83,1
447,>NC_004354.4:2236772-2237372,3.98,19,3.29,12,112.96,78.95,21.21,86.05,1
448,>NT_033778.4:24558857-24559457,3.49,13,2.37,42,76.74,61.44,24.75,59.93,1
449,>NT_033777.3:24863926-24864526,3.49,27,3.18,42,87.9,81.3,40.23,72.03,1
450,>NC_004353.4:1031249-1031849,3.61,18,2.07,4,90.68,69.06,13.17,40.89,1
451,>NT_033778.4:9716051-9716651,3.28,22,2.94,39,109.34,82.45,37.48,57.25,1
452,>NC_004354.4:7407523-7408123,3.28,7,3.12,29,102.52,65.64,22.72,74.15,1
453,>NT_033777.3:30787656-30788256,3.74,2,3.67,41,102.23,101.27,44.17,108.67,1
454,>NT_033777.3:28336394-28336994,2.68,21,3.28,15,135.18,61.05,30.09,76.4,1
455,>NT_037436.4:5600743-5601343,2.33,30,3.07,42,137.77,53.19,31.21,65.54,1
456,>NT_033778.4:15517712-15518312,2.86,14,3.26,29,82.61,57.82,30.63,68.12,1
457,>NT_037436.4:13019786-13020386,3.37,0,2.61,11,104.76,84.14,36.92,72.41,1
458,>NC_004354.4:21291990-21292590,3.2,20,3.18,40,83.92,61.75,28.62,92.0,1
459,>NT_033779.5:15074083-15074683,3.98,11,3.09,6,87.21,76.31,17.35,65.39,1
460,>NT_037436.4:20780465-20781065,3.09,3,3.53,43,104.56,73.26,37.25,92.39,1
461,>NC_004353.4:108394-108994,3.77,13,3.74,43,111.82,72.86,31.09,94.31,1
462,>NT_033779.5:22534335-22534935,3.43,3,3.12,21,110.45,75.6,34.91,87.15,1
463,>NT_033777.3:24760213-24760813,3.67,27,2.72,43,112.69,92.86,34.21,61.89,1
464,>NT_037436.4:19543956-19544556,3.46,11,3.5,40,93.43,91.48,35.77,91.34,1
465,>NT_033779.5:9700159-9700759,3.36,11,2.54,24,93.16,67.31,21.45,56.87,1
466,>NT_033777.3:29734451-29735051,3.74,15,3.61,20,100.03,59.1,22.19,64.75,1
467,>NC_004354.4:16455105-16455705,3.61,5,3.67,42,167.43,86.19,41.19,119.92,1
468,>NT_033778.4:8706718-8707318,3.57,14,3.26,15,99.67,75.62,29.39,77.47,1
469,>NT_033777.3:29814540-29815140,3.74,3,3.2,23,91.42,68.06,34.74,93.95,1
470,>NT_037436.4:14234309-14234909,3.98,25,3.67,40,100.24,93.23,40.78,85.7,1
471,>NT_037436.4:19291982-19292582,3.09,25,3.98,41,104.07,51.88,38.75,61.9,1
472,>NC_004354.4:3387374-3387974,3.98,23,3.77,42,97.32,114.74,42.61,92.69,1
473,>NC_004354.4:5302610-5303210,3.5,2,3.57,43,95.71,60.93,44.03,70.31,1
474,>NT_037436.4:22714108-22714708,3.53,20,3.61,42,89.35,58.97,34.92,80.48,1
475,>NC_004354.4:8429780-8430380,3.28,1,3.18,42,80.95,55.12,41.33,82.46,1
476,>NC_004354.4:11344195-11344795,3.98,30,3.14,5,98.55,86.95,32.79,80.92,1
477,>NT_033778.4:16290987-16291587,3.61,8,3.03,15,102.88,71.11,27.9,72.54,1
478,>NT_033778.4:8827405-8828005,2.92,0,2.68,32,67.17,55.86,30.1,73.07,1
479,>NT_033777.3:24127893-24128493,3.61,30,2.89,43,87.21,83.1,34.74,57.79,1
480,>NT_033779.5:8969776-8970376,3.61,26,2.74,42,89.96,73.14,31.24,68.41,1
481,>NT_033778.4:6698340-6698940,2.92,12,3.36,1,79.42,63.78,28.75,74.99,1
482,>NT_033779.5:3069096-3069696,3.74,30,3.49,30,91.5,69.87,27.55,75.27,1
483,>NT_037436.4:5561483-5562083,3.61,10,3.57,39,84.94,70.45,27.86,79.1,1
484,>NT_037436.4:22987962-22988562,3.57,0,2.86,23,92.18,86.03,42.31,76.82,1
485,>NT_033777.3:31813278-31813878,3.12,16,3.67,41,113.66,65.52,33.89,92.99,1
486,>NT_033777.3:19131302-19131902,3.77,9,2.79,41,106.64,69.33,30.35,66.35,1
487,>NC_004354.4:471096-471696,2.86,29,3.18,36,89.74,48.19,22.28,91.3,1
488,>NT_033779.5:6656341-6656941,3.67,24,3.57,43,68.71,77.16,35.22,72.36,1
489,>NT_033777.3:27924551-27925151,3.29,9,3.03,27,96.47,76.74,30.17,77.65,1
490,>NT_037436.4:20780050-20780650,3.36,13,2.99,43,105.18,54.52,27.06,74.58,1
491,>NT_033778.4:19304341-19304941,3.12,34,2.34,0,105.41,63.09,23.03,52.21,1
492,>NT_037436.4:258974-259574,3.49,25,3.74,43,89.69,71.51,40.28,61.99,1
493,>NT_033778.4:23412084-23412684,3.98,19,3.26,21,119.62,67.51,25.26,69.27,1
494,>NT_033777.3:24062515-24063115,3.24,19,3.12,32,100.7,66.27,25.86,84.96,1
495,>NT_033778.4:24089212-24089812,3.77,14,2.96,9,81.11,60.99,28.56,74.96,1
496,>NT_033779.5:9538577-9539177,3.61,21,3.05,39,79.06,71.52,34.1,81.32,1
497,>NT_037436.4:14539852-14540452,3.36,14,3.53,36,93.09,63.49,30.32,90.53,1
498,>NT_037436.4:9733713-9734313,3.12,7,2.18,4,110.02,82.58,26.96,41.67,1
499,>NT_033778.4:24201887-24202487,3.49,19,2.41,31,87.86,67.78,16.81,44.29,1
500,>NT_037436.4:19257571-19258171,3.49,12,3.09,43,73.55,84.29,31.16,83.24,1
501,>NC_004354.4:10382714-10383314,3.29,14,3.24,42,150.82,96.3,37.33,75.06,1
502,>NT_033778.4:7397807-7398407,3.98,31,3.53,21,103.68,94.36,35.76,87.83,1
503,>NT_033778.4:22609081-22609681,3.61,14,3.23,5,101.69,69.49,22.39,93.06,1
504,>NT_033777.3:20807969-20808569,3.98,21,3.49,27,131.16,102.24,45.48,99.42,1
505,>NC_004353.4:1076157-1076757,3.77,12,3.61,7,102.33,84.39,35.92,87.27,1
506,>NT_033779.5:10982089-10982689,2.95,14,3.46,0,107.96,65.39,29.21,70.37,1
507,>NT_033777.3:17685475-17686075,3.53,0,3.67,19,119.08,65.14,33.05,68.15,1
508,>NC_004354.4:16700157-16700757,3.26,11,3.36,21,79.08,77.23,31.3,64.03,1
509,>NT_033777.3:11953649-11954249,3.49,21,2.57,23,95.64,86.17,32.23,54.11,1
510,>NT_033778.4:23806061-23806661,3.36,17,2.77,43,92.5,73.7,23.26,53.87,1
511,>NT_037436.4:8141572-8142172,3.77,23,2.19,39,85.72,97.95,32.68,49.93,1
512,>NT_033778.4:18145646-18146246,3.01,21,3.98,8,57.62,36.96,16.77,94.5,1
513,>NC_004354.4:9270382-9270982,2.44,19,2.97,7,112.14,51.84,26.82,59.84,1
514,>NT_033778.4:14060153-14060753,3.77,1,2.84,14,117.74,82.3,37.66,72.52,1
515,>NT_033777.3:29754338-29754938,3.61,13,3.26,5,140.48,76.12,35.1,73.74,1
516,>NT_033779.5:18129222-18129822,3.25,14,3.98,24,117.52,75.11,25.08,107.77,1
517,>NT_037436.4:3114741-3115341,3.49,15,3.37,28,108.61,81.55,26.97,87.71,1
518,>NT_033777.3:21572813-21573413,3.33,7,3.61,25,100.18,70.31,28.81,70.64,1
519,>NT_037436.4:18751292-18751892,3.57,30,2.77,37,110.89,95.07,33.37,77.05,1
520,>NT_033779.5:14184731-14185331,3.77,17,3.5,16,114.88,93.24,27.31,85.59,1
521,>NT_037436.4:9345962-9346562,3.57,31,3.53,43,107.14,85.9,41.05,73.74,1
522,>NC_004354.4:8038491-8039091,3.61,27,3.67,42,101.2,84.93,39.7,96.99,1
523,>NT_033777.3:29827010-29827610,3.98,16,3.18,13,95.9,77.68,21.29,72.3,1
524,>NT_033777.3:6643046-6643646,2.66,34,3.67,12,97.56,50.99,18.87,80.96,1
525,>NT_037436.4:20844032-20844632,3.77,28,2.17,9,84.7,83.75,28.77,52.77,1
526,>NT_037436.4:15976128-15976728,3.49,17,3.77,42,88.72,72.29,39.48,63.15,1
527,>NT_037436.4:5766811-5767411,3.98,20,3.2,33,86.98,94.09,36.36,76.01,1
528,>NT_033778.4:16432953-16433553,3.98,32,3.09,23,83.83,70.18,27.15,67.3,1
529,>NC_004354.4:4364574-4365174,3.26,15,2.77,0,89.57,71.1,27.25,60.37,1
530,>NT_033777.3:9449354-9449954,3.36,10,2.78,7,103.26,59.57,26.56,83.76,1
531,>NC_004354.4:11795907-11796507,3.37,20,2.88,1,90.82,81.58,33.06,80.24,1
532,>NT_033777.3:8653541-8654141,3.09,29,3.26,24,84.23,66.47,23.64,85.3,1
533,>NT_033778.4:23699241-23699841,3.14,26,3.09,40,104.33,71.91,31.22,59.83,1
534,>NT_033779.5:20461418-20462018,2.43,20,3.06,43,110.62,53.74,23.98,75.55,1
535,>NT_033779.5:13300812-13301412,3.18,27,2.56,15,80.66,73.12,25.11,61.55,1
536,>NC_004354.4:12917351-12917951,3.5,30,3.98,10,72.8,104.21,45.05,139.8,1
537,>NT_033778.4:24331599-24332199,3.61,14,2.72,19,136.35,86.38,33.36,75.47,1
538,>NT_037436.4:13016621-13017221,3.18,16,3.77,42,97.78,67.72,36.49,78.67,1
539,>NT_033778.4:4784273-4784873,3.24,17,3.98,14,68.52,65.21,32.67,84.85,1
540,>NT_037436.4:1552811-1553411,3.12,24,3.98,11,119.01,83.26,42.87,118.65,1
541,>NT_033777.3:12195274-12195874,3.98,13,3.49,40,71.31,61.81,33.35,72.82,1
542,>NT_037436.4:13040375-13040975,3.77,32,3.77,17,93.64,74.99,32.28,92.26,1
543,>NC_004354.4:16940786-16941386,3.98,29,3.12,17,101.36,97.57,23.31,61.79,1
544,>NT_033778.4:13267501-13268101,3.24,14,2.62,32,67.08,74.18,25.92,57.25,1
545,>NT_037436.4:26228463-26229063,3.22,27,3.98,13,67.81,63.63,40.12,110.88,1
546,>NT_033777.3:15531837-15532437,3.57,13,3.18,37,83.07,69.63,28.31,66.93,1
547,>NT_033777.3:18179472-18180072,3.57,24,2.96,22,119.61,77.62,28.28,84.07,1
548,>NT_033777.3:24254230-24254830,3.77,25,3.98,34,81.74,75.92,42.38,114.4,1
549,>NT_033778.4:12507612-12508212,3.77,7,3.18,28,96.74,86.93,32.78,75.09,1
550,>NT_037436.4:21423761-21424361,2.88,12,3.98,31,116.98,63.61,46.92,95.56,1
551,>NT_037436.4:12526915-12527515,3.18,12,3.28,9,111.29,52.97,30.29,75.87,1
552,>NT_033777.3:18660821-18661421,3.29,31,3.09,10,92.25,57.68,18.69,72.57,1
553,>NC_004354.4:2324440-2325040,3.98,1,3.28,42,65.69,77.93,44.34,70.82,1
554,>NT_033779.5:20347478-20348078,2.72,16,2.08,16,96.81,62.71,20.12,55.77,1
555,>NT_037436.4:17511555-17512155,3.98,20,3.26,1,83.23,72.42,28.88,78.85,1
556,>NT_033777.3:24167463-24168063,3.57,14,3.5,2,75.47,63.56,28.53,77.37,1
557,>NT_033777.3:27230469-27231069,3.49,9,2.73,14,95.28,75.81,28.36,78.32,1
558,>NT_037436.4:8748813-8749413,3.49,3,3.29,41,98.92,62.45,44.47,86.07,1
559,>NC_004353.4:691464-692064,3.98,0,3.57,39,102.23,94.46,40.96,92.51,1
560,>NT_033777.3:9449492-9450092,3.61,29,2.81,28,114.97,87.68,31.04,79.72,1
561,>NT_033779.5:10251441-10252041,3.49,33,3.2,1,110.84,65.91,36.27,70.02,1
562,>NT_033777.3:25682548-25683148,2.96,28,2.68,3,74.69,59.82,21.36,58.71,1
563,>NT_037436.4:13046339-13046939,2.74,1,3.5,7,150.22,76.6,37.99,92.44,1
564,>NT_037436.4:14766770-14767370,2.89,31,3.98,37,121.15,65.31,38.76,116.99,1
565,>NT_033779.5:6564458-6565058,3.49,15,3.24,42,94.91,84.98,41.88,92.26,1
